
Analysis completed in 330.28 seconds.
FileName: Sample Ch 2.docx,  Size: 178.52 KB
Line 501: English. ->  Suggestions: English
Line 501: English ->  Suggestions: English
Line 505: contextualisation ->  Suggestions: contextualization
Line 505: contextualisation, ->  Suggestions: contextualization
Line 505: analysing ->  Suggestions: analyzing
Line 505: NLP. ->  Suggestions: alp, nap, nip, LP, Np
Line 509: Modelling ->  Suggestions: modeling
Line 511: Herbert ->  Suggestions: Herbert, Hebert, Herbart
Line 511: Clark, ->  Suggestions: Clark, lark, Clarke, clack, clank, clerk, Clara, Clare
Line 511: (Clark ->  Suggestions: Clark, lark, Clarke, clack, clank, clerk, Clara, Clare
Line 515: (LM) ->  Suggestions: km, lb, ll, mm, m, L, La, Le, Lg, Li, Ln, Lo, Lr, Ls, Lt, Lu, am, cm, elm, em, gm, lam, ml, om, pm, rm, um, BM, Fm, HM, LC, LCM, LP, NM, QM, Sm, Tm, Wm
Line 515: LM ->  Suggestions: km, lb, ll, mm, m, L, La, Le, Lg, Li, Ln, Lo, Lr, Ls, Lt, Lu, am, cm, elm, em, gm, lam, ml, om, pm, rm, um, BM, Fm, HM, LC, LCM, LP, NM, QM, Sm, Tm, Wm
Line 515: xm, ->  Suggestions: cm, mm, xv, xx, m, X, Xe, Xi, XML, am, em, gm, km, om, pm, rm, um, BM, Fm, HM, NM, QM, Sm, Tm, Wm, XL, XS
Line 515: LM ->  Suggestions: km, lb, ll, mm, m, L, La, Le, Lg, Li, Ln, Lo, Lr, Ls, Lt, Lu, am, cm, elm, em, gm, lam, ml, om, pm, rm, um, BM, Fm, HM, LC, LCM, LP, NM, QM, Sm, Tm, Wm
Line 515: 1)thtoken, ->  Suggestions: token
Line 515: xm+1 ->  Suggestions: cm, mm, xv, xx, m, X, Xe, Xi, XML, am, em, gm, km, om, pm, rm, um, BM, Fm, HM, NM, QM, Sm, Tm, Wm, XL, XS
Line 515: 1)th ->  Suggestions: eh, oh, tb, tn, uh, Th, h, the, tho, thy, T, Ta, Tc, Te, THC, Thu, Ti, Tl, Tm, To, Tr, Ts, Tu, Ty, ah, ch, ht, nth, sh, DH, NH, pH, Rh, TD, TV, TX
Line 515: LM ->  Suggestions: km, lb, ll, mm, m, L, La, Le, Lg, Li, Ln, Lo, Lr, Ls, Lt, Lu, am, cm, elm, em, gm, lam, ml, om, pm, rm, um, BM, Fm, HM, LC, LCM, LP, NM, QM, Sm, Tm, Wm
Line 515: 1)th ->  Suggestions: eh, oh, tb, tn, uh, Th, h, the, tho, thy, T, Ta, Tc, Te, THC, Thu, Ti, Tl, Tm, To, Tr, Ts, Tu, Ty, ah, ch, ht, nth, sh, DH, NH, pH, Rh, TD, TV, TX
Line 519: modelling ->  Suggestions: modeling
Line 519: NLP. ->  Suggestions: alp, nap, nip, LP, Np
Line 519: 1)th ->  Suggestions: eh, oh, tb, tn, uh, Th, h, the, tho, thy, T, Ta, Tc, Te, THC, Thu, Ti, Tl, Tm, To, Tr, Ts, Tu, Ty, ah, ch, ht, nth, sh, DH, NH, pH, Rh, TD, TV, TX
Line 519: Sam. ->  Suggestions: dam, sac, sax, say, yam, Sam, am, same, cam, ham, jam, lam, mam, ram, sad, sag, sap, sat, saw, scam, seam, sham, sim, slam, spam, sum, swam, tam, Nam, Pam, SA, Sal, San, Siam, Sm
Line 519: English ->  Suggestions: English
Line 519: modelling ->  Suggestions: modeling
Line 523: modelling ->  Suggestions: modeling
Line 523: favourable ->  Suggestions: favorable
Line 523: connotated ->  No suggestions available
Line 533: modelling ->  Suggestions: modeling
Line 541: preprocessing ->  Suggestions: reprocessing
Line 541: (lowercasing, ->  No suggestions available
Line 541: lemmatisation ->  No suggestions available
Line 541: tokenisation, ->  No suggestions available
Line 541: unigram ->  Suggestions: engram, epigram
Line 541: ith ->  Suggestions: it, itch, its, kith, nth, pith, with, Ito, Th
Line 559: Alexander ->  Suggestions: Alexander, Alexanders
Line 559: Bain ->  Suggestions: gain, main, vain, bail, bairn, bait, ban, bani, barn, basin, bin, brain, fain, lain, pain, rain, wain, Cain, Jain
Line 559: William ->  Suggestions: William, Williams, Gilliam
Line 559: James ->  Suggestions: names, James, dames, games, jades, jam's, jambs, jams, japes, lames, sames, tames, Ames, Jame, Jame's, Jamel
Line 559: hypothesised ->  Suggestions: hypothesized
Line 559: McCulloch, ->  No suggestions available
Line 559: neuroscientist, ->  No suggestions available
Line 559: Walter ->  Suggestions: salter, Walter, alter, Walters, falter, halter, waiter, walker, waltzer, waster, water, welter, Waller
Line 559: Pitts, ->  Suggestions: pits, pitta, putts, Pitts, mitts, pints, pit's, pitas, pittas, Pitt, Pitt's, Potts
Line 559: perceptron. ->  Suggestions: perception
Line 559: Rosenblatt, ->  No suggestions available
Line 559: perceptron. ->  Suggestions: perception
Line 559: Rosenblatt ->  No suggestions available
Line 559: perceptron ->  Suggestions: perception
Line 559: Minsky ->  Suggestions: Minsky, Minsk
Line 559: Papert ->  Suggestions: paper, papers, papery
Line 563: Perceptron ->  Suggestions: perception
Line 565: neighbouring ->  Suggestions: neighboring
Line 565: perceptron, ->  Suggestions: perception
Line 571: xN), ->  Suggestions: xv, xx, n, X, Xe, Xi, an, en, in, kn, on, tn, Ln, Mn, Rn, Sn, UN, XL, XS, Zn
Line 571: perceptron ->  Suggestions: perception
Line 571: wnxn, ->  Suggestions: wan, wen, win, won, anon, when, inn, non, nun, wain, warn, waxy, wean, ween, worn, wren, wax, waxen
Line 571: perceptron ->  Suggestions: perception
Line 571: wN) ->  Suggestions: an, en, on, tn, n, W, We, Wk, Wm, WNW, Wt, Wu, awn, in, kn, own, pwn, wan, wen, win, won, Ln, Mn, NW, Rn, Sn, UN, WA, WC, WI, WP, WV, WW, WY, Zn
Line 573: sgn ->  Suggestions: sen, sign, sin, son, sun, syn, San, Sgt, Sn, SVN
Line 573: (wTx ->  Suggestions: wax, wt, TWX, TX, WTO
Line 575: sgn(·) ->  Suggestions: sen, sign, sin, son, sun, syn, San, Sgt, Sn, SVN
Line 575: signum ->  Suggestions: signal, signed, signer, signet, signor
Line 579: sgn(·) ->  Suggestions: sen, sign, sin, son, sun, syn, San, Sgt, Sn, SVN
Line 585: modelling ->  Suggestions: modeling
Line 585: perceptron ->  Suggestions: perception
Line 585: perceptron ->  Suggestions: perception
Line 585: sgn(·) ->  Suggestions: sen, sign, sin, son, sun, syn, San, Sgt, Sn, SVN
Line 691: perceptron, ->  Suggestions: perception
Line 699: sgn’(·) ->  Suggestions: sen, sign, sin, son, sun, syn, San, Sgt, Sn, SVN
Line 707: (Centre), ->  Suggestions: center
Line 711: perceptron ->  Suggestions: perception
Line 767: perceptron ->  Suggestions: perception
Line 771: disjunction. ->  Suggestions: distinction
Line 771: perceptron ->  Suggestions: perception
Line 771: (Centre) ->  Suggestions: center
Line 771: perceptron ->  Suggestions: perception
Line 775: labelled ->  Suggestions: labeled
Line 775: perceptron ->  Suggestions: perception
Line 779: Multilayer ->  Suggestions: multiplayer
Line 779: Perceptron ->  Suggestions: perception
Line 781: generalise ->  Suggestions: generalist, generalize
Line 781: perceptron ->  Suggestions: perception
Line 781: realised ->  Suggestions: realized
Line 785: wi ->  Suggestions: oi, pi, ti, wk, wee, WI, Wii, i, wig, win, wit, wiz, W, We, Wis, Wm, Wt, Wu, WWI, bi, hi, ii, mi, vi, xi, AI, Ci, Di, DWI, GI, Li, Ni, RI, Si, WA, WC, Wei, WP, WV, WW, WY
Line 785: ith ->  Suggestions: it, itch, its, kith, nth, pith, with, Ito, Th
Line 785: ith ->  Suggestions: it, itch, its, kith, nth, pith, with, Ito, Th
Line 789: Multilayer ->  Suggestions: multiplayer
Line 789: Perceptron ->  Suggestions: perception
Line 789: (MLP), ->  Suggestions: alp, map, ml, mop, mp, LP, MVP
Line 795: Multilayer ->  Suggestions: multiplayer
Line 795: Perceptron. ->  Suggestions: perception
Line 801: MLP ->  Suggestions: alp, map, ml, mop, mp, LP, MVP
Line 801: sgn’(·) ->  Suggestions: sen, sign, sin, son, sun, syn, San, Sgt, Sn, SVN
Line 807: MLP ->  Suggestions: alp, map, ml, mop, mp, LP, MVP
Line 807: perceptrons ->  Suggestions: perceptions
Line 807: modelling ->  Suggestions: modeling
Line 807: MLP ->  Suggestions: alp, map, ml, mop, mp, LP, MVP
Line 847: sgn'(0 ->  Suggestions: sane, sans, sen, sens, sign, sign's, signs, sin, sin's, sine, sins, son, son's, sons, sun, sun's, suns, syn, gnu, sand, sang, sank, send, sent, sing, sink, song, sung, sunk, sync
Line 849: sgn'(0 ->  Suggestions: sane, sans, sen, sens, sign, sign's, signs, sin, sin's, sine, sins, son, son's, sons, sun, sun's, suns, syn, gnu, sand, sang, sank, send, sent, sing, sink, song, sung, sunk, sync
Line 851: sgn'(1 ->  Suggestions: sane, sans, sen, sens, sign, sign's, signs, sin, sin's, sine, sins, son, son's, sons, sun, sun's, suns, syn, gnu, sand, sang, sank, send, sent, sing, sink, song, sung, sunk, sync
Line 853: sgn'(1 ->  Suggestions: sane, sans, sen, sens, sign, sign's, signs, sin, sin's, sine, sins, son, son's, sons, sun, sun's, suns, syn, gnu, sand, sang, sank, send, sent, sing, sink, song, sung, sunk, sync
Line 855: sgn'(0 ->  Suggestions: sane, sans, sen, sens, sign, sign's, signs, sin, sin's, sine, sins, son, son's, sons, sun, sun's, suns, syn, gnu, sand, sang, sank, send, sent, sing, sink, song, sung, sunk, sync
Line 857: sgn'(0 ->  Suggestions: sane, sans, sen, sens, sign, sign's, signs, sin, sin's, sine, sins, son, son's, sons, sun, sun's, suns, syn, gnu, sand, sang, sank, send, sent, sing, sink, song, sung, sunk, sync
Line 859: sgn'(1 ->  Suggestions: sane, sans, sen, sens, sign, sign's, signs, sin, sin's, sine, sins, son, son's, sons, sun, sun's, suns, syn, gnu, sand, sang, sank, send, sent, sing, sink, song, sung, sunk, sync
Line 861: sgn'(1 ->  Suggestions: sane, sans, sen, sens, sign, sign's, signs, sin, sin's, sine, sins, son, son's, sons, sun, sun's, suns, syn, gnu, sand, sang, sank, send, sent, sing, sink, song, sung, sunk, sync
Line 865: sgn'(0 ->  Suggestions: sane, sans, sen, sens, sign, sign's, signs, sin, sin's, sine, sins, son, son's, sons, sun, sun's, suns, syn, gnu, sand, sang, sank, send, sent, sing, sink, song, sung, sunk, sync
Line 867: sgn'(1 ->  Suggestions: sane, sans, sen, sens, sign, sign's, signs, sin, sin's, sine, sins, son, son's, sons, sun, sun's, suns, syn, gnu, sand, sang, sank, send, sent, sing, sink, song, sung, sunk, sync
Line 869: sgn'(1 ->  Suggestions: sane, sans, sen, sens, sign, sign's, signs, sin, sin's, sine, sins, son, son's, sons, sun, sun's, suns, syn, gnu, sand, sang, sank, send, sent, sing, sink, song, sung, sunk, sync
Line 871: sgn'(1 ->  Suggestions: sane, sans, sen, sens, sign, sign's, signs, sin, sin's, sine, sins, son, son's, sons, sun, sun's, suns, syn, gnu, sand, sang, sank, send, sent, sing, sink, song, sung, sunk, sync
Line 883: Modelling ->  Suggestions: modeling
Line 883: Multilayer ->  Suggestions: multiplayer
Line 883: Perceptron ->  Suggestions: perception
Line 889: xN}) ->  Suggestions: xv, xx, n, X, Xe, Xi, an, en, in, kn, on, tn, Ln, Mn, Rn, Sn, UN, XL, XS, Zn
Line 889: yK}. ->  Suggestions: bk, ck, yo, k, Y, Ya, Yb, Yd, Ye, Yr, pk, wk, yak, yuk, AK, Gk, Ky, Mk, OK, SK, UK, YT
Line 889: realised ->  Suggestions: realized
Line 893: parametersas ->  No suggestions available
Line 893: perceptron ->  Suggestions: perception
Line 893: activations. ->  Suggestions: activation, activation's
Line 893: activations ->  Suggestions: activation, activation's
Line 897: activations ->  Suggestions: activation, activation's
Line 897: h'(·) ->  Suggestions: H'm, H's, H, Ha, He, Hf, Hg, Hi, Ho, Hp, Hr, Ht, Hz
Line 897: yk ->  Suggestions: bk, ck, yo, k, Y, Ya, Yb, Yd, Ye, Yr, pk, wk, yak, yuk, AK, Gk, Ky, Mk, OK, SK, UK, YT
Line 901: xN ->  Suggestions: xv, xx, n, X, Xe, Xi, an, en, in, kn, on, tn, Ln, Mn, Rn, Sn, UN, XL, XS, Zn
Line 901: yK ->  Suggestions: bk, ck, yo, k, Y, Ya, Yb, Yd, Ye, Yr, pk, wk, yak, yuk, AK, Gk, Ky, Mk, OK, SK, UK, YT
Line 907: Sigmoid: ->  No suggestions available
Line 911: Sigmoid ->  No suggestions available
Line 911: sigmoid ->  No suggestions available
Line 911: f' ->  Suggestions: F's, F, Fa, Fe, Ff, Fl, Fm, Fr, Ft
Line 915: tanh: ->  Suggestions: tang, tan, tank, tans, Thanh
Line 915: tanh ->  Suggestions: tang, tan, tank, tans, Thanh
Line 915: tanh(·) ->  Suggestions: tang, tan, tank, tans, Thanh
Line 919: tanh ->  Suggestions: tang, tan, tank, tans, Thanh
Line 923: Softmax: ->  No suggestions available
Line 923: softmax ->  No suggestions available
Line 923: Softmax ->  No suggestions available
Line 927: softmax ->  No suggestions available
Line 931: ReLU: ->  Suggestions: rel, rely
Line 931: ReLU ->  Suggestions: rel, rely
Line 935: ReLU ->  Suggestions: rel, rely
Line 935: sigmoid ->  No suggestions available
Line 935: tanh ->  Suggestions: tang, tan, tank, tans, Thanh
Line 935: ReLU ->  Suggestions: rel, rely
Line 939: GELU: ->  Suggestions: gel, geld, gels
Line 939: GELU ->  Suggestions: gel, geld, gels
Line 939: Gaussian ->  Suggestions: Gaussian
Line 943: GELU ->  Suggestions: gel, geld, gels
Line 943: GELU ->  Suggestions: gel, geld, gels
Line 943: ReLU. ->  Suggestions: rel, rely
Line 947: GLU: ->  Suggestions: flu, glue, glum, glut, gnu, Blu, GPU, GU, Lu
Line 947: GLU ->  Suggestions: flu, glue, glum, glut, gnu, Blu, GPU, GU, Lu
Line 947: parameterised ->  Suggestions: parameterized
Line 947: sigmodi ->  Suggestions: signori
Line 949: σ(wx ->  Suggestions: ax, ex, ox, x, W, We, Wk, Wm, Wt, Wu, bx, ix, wax, xx, PX, Rx, TWX, TX, WA, WC, WI, WP, WV, WW, WY
Line 951: GLU ->  Suggestions: flu, glue, glum, glut, gnu, Blu, GPU, GU, Lu
Line 951: emphasise ->  Suggestions: emphasis, emphasize
Line 955: sigmoid ->  No suggestions available
Line 955: differentiability. ->  No suggestions available
Line 963: SwiGLU: ->  Suggestions: swill, swirl, swirls, swirly
Line 963: SwiGLU ->  Suggestions: swill, swirl, swirls, swirly
Line 963: GLU ->  Suggestions: flu, glue, glum, glut, gnu, Blu, GPU, GU, Lu
Line 963: optimisation ->  Suggestions: optimization
Line 979: Backpropagation ->  No suggestions available
Line 981: jth ->  Suggestions: nth, Th
Line 981: ∇Ej ->  Suggestions: eh, em, en, egg, j, E, Ea, Ed, Er, Es, Eu, Ex, DJ, EC, ET, NJ, OJ, SJ, VJ
Line 991: kth ->  Suggestions: kph, kith, kt, nth, Th
Line 991: yk ->  Suggestions: bk, ck, yo, k, Y, Ya, Yb, Yd, Ye, Yr, pk, wk, yak, yuk, AK, Gk, Ky, Mk, OK, SK, UK, YT
Line 995: wij ->  Suggestions: win, wig, wit, wiz, WI, Wii, Wis
Line 995: wij ->  Suggestions: win, wig, wit, wiz, WI, Wii, Wis
Line 995: ith ->  Suggestions: it, itch, its, kith, nth, pith, with, Ito, Th
Line 995: jth ->  Suggestions: nth, Th
Line 995: wij ->  Suggestions: win, wig, wit, wiz, WI, Wii, Wis
Line 995: ith ->  Suggestions: it, itch, its, kith, nth, pith, with, Ito, Th
Line 995: jth ->  Suggestions: nth, Th
Line 995: wij ->  Suggestions: win, wig, wit, wiz, WI, Wii, Wis
Line 999: backpropagation. ->  No suggestions available
Line 1003: backpropagation ->  No suggestions available
Line 1003: tanh ->  Suggestions: tang, tan, tank, tans, Thanh
Line 1003: xN) ->  Suggestions: xv, xx, n, X, Xe, Xi, an, en, in, kn, on, tn, Ln, Mn, Rn, Sn, UN, XL, XS, Zn
Line 1003: yK). ->  Suggestions: bk, ck, yo, k, Y, Ya, Yb, Yd, Ye, Yr, pk, wk, yak, yuk, AK, Gk, Ky, Mk, OK, SK, UK, YT
Line 1003: tanh(·) ->  Suggestions: tang, tan, tank, tans, Thanh
Line 1003: yk ->  Suggestions: bk, ck, yo, k, Y, Ya, Yb, Yd, Ye, Yr, pk, wk, yak, yuk, AK, Gk, Ky, Mk, OK, SK, UK, YT
Line 1013: yk ->  Suggestions: bk, ck, yo, k, Y, Ya, Yb, Yd, Ye, Yr, pk, wk, yak, yuk, AK, Gk, Ky, Mk, OK, SK, UK, YT
Line 1013: tk ->  Suggestions: pk, ti, to, wk, k, T, Ta, Tb, Tc, Te, Th, TKO, Tl, Tm, Tn, Tr, Ts, Tu, Ty, bk, ck, kt, AK, Gk, Mk, OK, SK, TD, TV, TX, UK
Line 1017: backpropagation ->  No suggestions available
Line 1035: dataset ->  Suggestions: datasets, dateset
Line 1041: updation ->  Suggestions: sedation
Line 1045: optimising ->  Suggestions: optimizing
Line 1045: overfit. ->  Suggestions: overfeed, overflight, overnight, oversight
Line 1047: (SGD) ->  Suggestions: std, sad, sod, Gd, SD, Sgt, Sid
Line 1047: optimised. ->  Suggestions: optimized
Line 1053: optimisation ->  Suggestions: optimization
Line 1053: SGD, ->  Suggestions: std, sad, sod, Gd, SD, Sgt, Sid
Line 1053: optimisation ->  Suggestions: optimization
Line 1053: optimising ->  Suggestions: optimizing
Line 1053: optimising ->  Suggestions: optimizing
Line 1053: optimisation ->  Suggestions: optimization
Line 1053: optimisation ->  Suggestions: optimization
Line 1059: utilises ->  Suggestions: utilities, utilizes
Line 1059: Sigmoid ->  No suggestions available
Line 1087: Hyperparameters ->  No suggestions available
Line 1089: dataset ->  Suggestions: datasets, dateset
Line 1089: optimised. ->  Suggestions: optimized
Line 1089: dataset ->  Suggestions: datasets, dateset
Line 1089: generalisability ->  No suggestions available
Line 1089: dataset. ->  Suggestions: datasets, dateset
Line 1091: underfit ->  Suggestions: underfeed
Line 1091: dataset, ->  Suggestions: datasets, dateset
Line 1091: overfit ->  Suggestions: overfeed, overflight, overnight, oversight
Line 1091: dataset ->  Suggestions: datasets, dateset
Line 1091: generalisability. ->  No suggestions available
Line 1093: hyperparameters. ->  No suggestions available
Line 1099: overfitting ->  No suggestions available
Line 1099: underfitting, ->  No suggestions available
Line 1099: MLP ->  Suggestions: alp, map, ml, mop, mp, LP, MVP
Line 1099: underfitting. ->  No suggestions available
Line 1099: overfit. ->  Suggestions: overfeed, overflight, overnight, oversight
Line 1121: Regularisation ->  Suggestions: regularization
Line 1123: Regularisation ->  Suggestions: regularization
Line 1123: overfitting ->  No suggestions available
Line 1127: overfitting ->  No suggestions available
Line 1127: overfit. ->  Suggestions: overfeed, overflight, overnight, oversight
Line 1131: Regularisation: ->  Suggestions: regularization
Line 1131: penalising ->  Suggestions: penalizing
Line 1131: overfitting. ->  No suggestions available
Line 1131: Lp ->  Suggestions: lo, mp, LP, p, L, La, Lb, Le, Lg, Li, Ll, Ln, LPG, LPN, Lr, Ls, Lt, Lu, alp, hp, lap, lip, lop, op, pl, pp, up, AP, BP, DP, GP, IP, JP, KP, LC, Np, RP, Sp, VP, WP
Line 1131: Manhattan ->  Suggestions: Manhattan, Manhattans
Line 1133: minimise ->  Suggestions: minimize
Line 1133: regularisation ->  Suggestions: regularization
Line 1135: regularisation, ->  Suggestions: regularization
Line 1135: regularisation ->  Suggestions: regularization
Line 1135: regularisation ->  Suggestions: regularization
Line 1135: regularisation ->  Suggestions: regularization
Line 1139: regularisation ->  Suggestions: regularization
Line 1139: overfitting ->  No suggestions available
Line 1139: dataset. ->  Suggestions: datasets, dateset
Line 1145: derivate ->  Suggestions: private
Line 1149: ith ->  Suggestions: it, itch, its, kith, nth, pith, with, Ito, Th
Line 1149: activations ->  Suggestions: activation, activation's
Line 1153: sigmoid ->  No suggestions available
Line 1153: tanh. ->  Suggestions: tang, tan, tank, tans, Thanh
Line 1153: ReLU ->  Suggestions: rel, rely
Line 1157: initialisation ->  Suggestions: initialization
Line 1163: dataset? ->  Suggestions: datasets, dateset
Line 1163: utilise ->  Suggestions: utilize
Line 1167: labelled ->  Suggestions: labeled
Line 1167: labelled ->  Suggestions: labeled
Line 1167: ith ->  Suggestions: it, itch, its, kith, nth, pith, with, Ito, Th
Line 1167: ith ->  Suggestions: it, itch, its, kith, nth, pith, with, Ito, Th
Line 1183: (TP) ->  Suggestions: op, pp, to, tr, up, p, T, Ta, Tb, Tc, Te, Th, Ti, Tl, Tm, Tn, Ts, Tu, Ty, ftp, hp, mp, pt, tap, tip, top, tsp, twp, AP, ATP, BP, DP, DTP, GP, IP, JP, KP, LP, Np, RP, Sp, TD, TV, TX, VP, WP
Line 1187: (FN). ->  Suggestions: tn, n, F, Fa, Fe, Ff, Fl, Fm, Fr, Ft, an, en, fan, fen, fin, fun, in, kn, on, AFN, FD, FY, Ln, Mn, NF, Rn, Sn, UN, Zn
Line 1191: FN ->  Suggestions: tn, n, F, Fa, Fe, Ff, Fl, Fm, Fr, Ft, an, en, fan, fen, fin, fun, in, kn, on, AFN, FD, FY, Ln, Mn, NF, Rn, Sn, UN, Zn
Line 1191: (FP). ->  Suggestions: fr, ft, fps, p, F, Fa, Fe, Ff, Fl, Fm, FPO, fop, ftp, hp, mp, op, pf, pp, up, AP, BP, DP, FD, FY, GP, IP, JP, KP, LP, Np, RP, Sp, VP, WP
Line 1199: ith ->  Suggestions: it, itch, its, kith, nth, pith, with, Ito, Th
Line 1199: TP ->  Suggestions: op, pp, to, tr, up, p, T, Ta, Tb, Tc, Te, Th, Ti, Tl, Tm, Tn, Ts, Tu, Ty, ftp, hp, mp, pt, tap, tip, top, tsp, twp, AP, ATP, BP, DP, DTP, GP, IP, JP, KP, LP, Np, RP, Sp, TD, TV, TX, VP, WP
Line 1199: yi ->  Suggestions: bi, mi, vi, xi, yo, i, yid, yin, yip, Y, Ya, Yb, Yd, Ye, Yr, hi, ii, oi, pi, ti, AI, Ci, Di, FYI, GI, Li, Ni, RI, Si, WI, YT
Line 1199: yi ->  Suggestions: bi, mi, vi, xi, yo, i, yid, yin, yip, Y, Ya, Yb, Yd, Ye, Yr, hi, ii, oi, pi, ti, AI, Ci, Di, FYI, GI, Li, Ni, RI, Si, WI, YT
Line 1199: yi ->  Suggestions: bi, mi, vi, xi, yo, i, yid, yin, yip, Y, Ya, Yb, Yd, Ye, Yr, hi, ii, oi, pi, ti, AI, Ci, Di, FYI, GI, Li, Ni, RI, Si, WI, YT
Line 1205: actualised ->  Suggestions: actualized
Line 1279: TP ->  Suggestions: op, pp, to, tr, up, p, T, Ta, Tb, Tc, Te, Th, Ti, Tl, Tm, Tn, Ts, Tu, Ty, ftp, hp, mp, pt, tap, tip, top, tsp, twp, AP, ATP, BP, DP, DTP, GP, IP, JP, KP, LP, Np, RP, Sp, TD, TV, TX, VP, WP
Line 1281: FN ->  Suggestions: tn, n, F, Fa, Fe, Ff, Fl, Fm, Fr, Ft, an, en, fan, fen, fin, fun, in, kn, on, AFN, FD, FY, Ln, Mn, NF, Rn, Sn, UN, Zn
Line 1283: FP ->  Suggestions: fr, ft, fps, p, F, Fa, Fe, Ff, Fl, Fm, FPO, fop, ftp, hp, mp, op, pf, pp, up, AP, BP, DP, FD, FY, GP, IP, JP, KP, LP, Np, RP, Sp, VP, WP
Line 1285: TP ->  Suggestions: op, pp, to, tr, up, p, T, Ta, Tb, Tc, Te, Th, Ti, Tl, Tm, Tn, Ts, Tu, Ty, ftp, hp, mp, pt, tap, tip, top, tsp, twp, AP, ATP, BP, DP, DTP, GP, IP, JP, KP, LP, Np, RP, Sp, TD, TV, TX, VP, WP
Line 1289: FP ->  Suggestions: fr, ft, fps, p, F, Fa, Fe, Ff, Fl, Fm, FPO, fop, ftp, hp, mp, op, pf, pp, up, AP, BP, DP, FD, FY, GP, IP, JP, KP, LP, Np, RP, Sp, VP, WP
Line 1291: TP ->  Suggestions: op, pp, to, tr, up, p, T, Ta, Tb, Tc, Te, Th, Ti, Tl, Tm, Tn, Ts, Tu, Ty, ftp, hp, mp, pt, tap, tip, top, tsp, twp, AP, ATP, BP, DP, DTP, GP, IP, JP, KP, LP, Np, RP, Sp, TD, TV, TX, VP, WP
Line 1293: TP ->  Suggestions: op, pp, to, tr, up, p, T, Ta, Tb, Tc, Te, Th, Ti, Tl, Tm, Tn, Ts, Tu, Ty, ftp, hp, mp, pt, tap, tip, top, tsp, twp, AP, ATP, BP, DP, DTP, GP, IP, JP, KP, LP, Np, RP, Sp, TD, TV, TX, VP, WP
Line 1295: TP ->  Suggestions: op, pp, to, tr, up, p, T, Ta, Tb, Tc, Te, Th, Ti, Tl, Tm, Tn, Ts, Tu, Ty, ftp, hp, mp, pt, tap, tip, top, tsp, twp, AP, ATP, BP, DP, DTP, GP, IP, JP, KP, LP, Np, RP, Sp, TD, TV, TX, VP, WP
Line 1297: FN ->  Suggestions: tn, n, F, Fa, Fe, Ff, Fl, Fm, Fr, Ft, an, en, fan, fen, fin, fun, in, kn, on, AFN, FD, FY, Ln, Mn, NF, Rn, Sn, UN, Zn
Line 1301: (TP), ->  Suggestions: op, pp, to, tr, up, p, T, Ta, Tb, Tc, Te, Th, Ti, Tl, Tm, Tn, Ts, Tu, Ty, ftp, hp, mp, pt, tap, tip, top, tsp, twp, AP, ATP, BP, DP, DTP, GP, IP, JP, KP, LP, Np, RP, Sp, TD, TV, TX, VP, WP
Line 1301: (FP) ->  Suggestions: fr, ft, fps, p, F, Fa, Fe, Ff, Fl, Fm, FPO, fop, ftp, hp, mp, op, pf, pp, up, AP, BP, DP, FD, FY, GP, IP, JP, KP, LP, Np, RP, Sp, VP, WP
Line 1301: (FN) ->  Suggestions: tn, n, F, Fa, Fe, Ff, Fl, Fm, Fr, Ft, an, en, fan, fen, fin, fun, in, kn, on, AFN, FD, FY, Ln, Mn, NF, Rn, Sn, UN, Zn
Line 1315: (TP) ->  Suggestions: op, pp, to, tr, up, p, T, Ta, Tb, Tc, Te, Th, Ti, Tl, Tm, Tn, Ts, Tu, Ty, ftp, hp, mp, pt, tap, tip, top, tsp, twp, AP, ATP, BP, DP, DTP, GP, IP, JP, KP, LP, Np, RP, Sp, TD, TV, TX, VP, WP
Line 1317: (FN) ->  Suggestions: tn, n, F, Fa, Fe, Ff, Fl, Fm, Fr, Ft, an, en, fan, fen, fin, fun, in, kn, on, AFN, FD, FY, Ln, Mn, NF, Rn, Sn, UN, Zn
Line 1321: (FP) ->  Suggestions: fr, ft, fps, p, F, Fa, Fe, Ff, Fl, Fm, FPO, fop, ftp, hp, mp, op, pf, pp, up, AP, BP, DP, FD, FY, GP, IP, JP, KP, LP, Np, RP, Sp, VP, WP
Line 1337: FNs. ->  Suggestions: ans, ens, fans, fens, fins, fps, ins, CNS, F's, NS
Line 1337: (FN ->  Suggestions: tn, n, F, Fa, Fe, Ff, Fl, Fm, Fr, Ft, an, en, fan, fen, fin, fun, in, kn, on, AFN, FD, FY, Ln, Mn, NF, Rn, Sn, UN, Zn
Line 1337: FN ->  Suggestions: tn, n, F, Fa, Fe, Ff, Fl, Fm, Fr, Ft, an, en, fan, fen, fin, fun, in, kn, on, AFN, FD, FY, Ln, Mn, NF, Rn, Sn, UN, Zn
Line 1337: FP ->  Suggestions: fr, ft, fps, p, F, Fa, Fe, Ff, Fl, Fm, FPO, fop, ftp, hp, mp, op, pf, pp, up, AP, BP, DP, FD, FY, GP, IP, JP, KP, LP, Np, RP, Sp, VP, WP
Line 1337: prioritised ->  Suggestions: prioritized
Line 1349: NLP ->  Suggestions: alp, nap, nip, LP, Np
Line 1349: NLP ->  Suggestions: alp, nap, nip, LP, Np
Line 1349: preprocessing ->  Suggestions: reprocessing
Line 1349: lemmatisation, ->  No suggestions available
